date,Neil deGrasse Tyson,Cristiano Ronaldo,isPartial,Earl K. Sneed,Donald Trump,George H.W. Bush,Justin Caldbeck,Borris Miles,Dan Johnson,Ed Murray,Bobby Scott,Hadrian Belove,Shadie Elnashai,T. Florian Jaeger,Corey Lewandowski,Cristina Garcia,Tony Cárdenas,Corey Coleman,David Marchant,Tom Frieden,David Keyes,Eric Bauman,Travis Kalanick,Dave McClure,Roman Polanski,Chris Sacca,Harold Ford Jr.,Bob Weinstein,Chris Savino,Cliff Hite,Lars von Trier,Andy Rubin,Bill O'Reilly,Scott Courtney,Tyler Grasham,Sean Hannity,James Toback,Terry Richardson,Caleb Jennings,Ethan Kath,Leon Wieseltier,Steve Jurvetson,Erick Guerrero,Eric Bolling,Knight Landesman,Ken Baker,Charles Payne,Rick Najera,Kirt Webster,Harry Knowles,Hamilton Fish,David Corn,Kaj Larsen,Ira Silverstein,John Hockenberry,Paul Whalen,Todd F. Heatherton,William M. Kelley,Adrian Carrasquillo,Dustin Hoffman,Jeff Hoover,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Adam Venit,Howie Rubin,Jack Latvala,Michael Hafford,Tom Brokaw,Christian Rodriguez,Don Shooter,Dwayne Duron Marshall,Benjamin Genocchio,Dan Schoen,Jeffrey Tambor,Kimberly Guilfoyle,André Balazs,Jesse Lacey,Louis C.K.,Matthew Weiner,Roy Moore,"Robert ""R."" Kelly",Tony Cornish,Tony Mendoza,Nelly,Ben Affleck,Calvin Smyre,Eddie Berganza,Gary Goddard,Oliver Stone,Jann Wenner,Jim DeCesare,Larry Nassar,Michael Meredith,David Blaine,Nick Carter,Mark Schwahn,Peter Aalbæk Jensen,Tom Sizemore,Vince Ingenito,Andy Henry,Robert Knepper,Jeff Kruse,Steven Seagal,George Takei,Richard Dreyfuss,Wes Goodman,Ron Jeremy,David Sweeney,Matt Zimmerman,Randy Baumgardner,Stephen Bittel,Sylvester Stallone,Melanie Martinez,Murray Miller,Jon Heely,Stan Lee,Aziz Ansari,Bruce Weber,Raul Bocanegra,John Lasseter,Jean-Claude Arnault,Matt Lauer,Garrison Keillor,Michael Douglas,David Copperfield,Geoffrey Rush,Israel Horovitz,Justin Huff,Scott Baio,Daniel Handler,Josh Zepnick,Allison Mack,Dean Westlake,James Levine,Bryan Singer,Matt Dababneh,Peter Martins,Boyd Tinsley,Sam Isaly,Luc Besson,Carlos Uresti,Dylan Howard,Jonathan Schwartz,Leonard Lopate,Lorin Stein,Matt Manweller,Chris Hardwick,Joe Alexander,Trent Franks,Alex Kozinski,Michael Weatherly,Frankie Shaw,Morgan Freeman,Jonathan Kaiman,Jay Asher,Jim Walsh,Mario Batali,James Dashner,Patrick Witty,Tom Ashbrook,Ben Vereen,David Diaz,Ken Friedman,Tavis Smiley,Brad Kern,Rhys James,Mike Germano,Andrea Ramsey,James Rosen,Jerry Richardson,Max Ogden,Stephen Henderson,Daylin Leach,Morgan Spurlock,Chuck Close,Don Hazen,Dustin Marshall,Marcelo Gomes,Ike Taylor,Heath Evans,Andrew Creighton,Ryan Lizza,Marshall Faulk,Eric Davis,Charlie Hallowell,H. Brandt Ayers,Dan Harmon,Albert Schultz,Donovan McNabb,Steve Butts,Andy Savage,Ruben Kihuen,Kevin Braun,Shervin Pishevar,Jeremy Tooker,Russell Simmons,Cameron Mitchell,Jeffrey Klein,James Franco,William G. Jacoby,Jason Mojica,Danny Masterson,Joel Kramer,Mario Testino,Brett Ratner,Ross Levinsohn,Patrick Meehan,Gordon Edelstein,Jeremy Piven,Barry Lubin,John Kenneally,Alexander Jones,Matt Mondanile,Zach Fansler,Burns Strider,Andy Signore,Dillon Bates,Charlie Walk,Dayan Candappa,John Copley,John Conyers Jr.,Jeff Franklin,Lawrence M. Krauss,Paul Marciano,Joseph M. Souki,Vincent Cirrincione,Bradley Garner,Daniel Zwerdling,Alec Klein,Javier Palomarez,Paul Shapiro,Ed Crane,Sean Hutchison,Wayne Pacelle,Steve Wynn,Eric Greitens,Andre Passos,David Bellemere,Greg Kadel,Karl Templer,Patrick Demarchelier,Seth Sabal,Nicholas Kettle,Paul Haggis,Terdema Ussery,T.J. Miller,Eric Weinberger,Michael Feinberg,Philip Berk,David Sawyer,John Moore,Jorge Domínguez,Jorge I. Domínguez,Blake Farenthold,Duane Hall,Johnny Iuzzini,Tony Tooke,Sherman Alexie,Angel Arce,Richard Meier,Michael Ferro,Michael W. Ferro Jr.,Mike Isabella,Robert Reece,Bill Hybels,Nicholas Nixon,William D. Strampel,Keith Raniere,John Kricfalusi,Benjamin Sparks,Benton Strong,Glenn Thrush,Justin Parish,Charlie Rose,Al Franken,Clay Johnson,Junot Díaz,Nick Miccarelli,Eric Schneiderman,Roy Frumkes,Ameer Vann,Howard Kwait,George Tyndall,Paul Rosenthal,Steve Lebsock,Mohamed Muqtar,Robert Haufrecht,Brian Linder,"Roland G. Fryer, Jr.",Nate Boulton,Andrew Kreisberg,Lou Lang,Ed Westwick,Curt Anderson,Mark Mellor,Francisco J. Ayala,Curtis Hill,Demos Parneros,Antonin Kratochvil,Sam Adams,Rick Day,Bernard Uzan,William Preucil,Michael Oreskes,Mel Watt,Andy Dick,Nick Sauer,Kevin Spacey,Les Moonves,Avital Ronell,Asia Argento,Mark Halperin,Ron Carlson,Gerard Depardieu,Chase Finlay,Steven Wilder Striegel,Leslie Moonves,John Besh,Brett Kavanaugh,Amar Ramasar,Zachary Catazaro,Cody Wilson,Adam Berkowitz,Charles Schwertner,Albert J. Alvarez,Amit Singhal,Robert Scoble,Richard DeVaul,Roy Price,Lockhart Steele,Harvey Weinstein
2017-12-10,1,14,False,0,79,1,0,0,100,39,95,0,0,0,2,10,0,5,0,2,1,1,28,0,22,39,3,5,1,0,8,1,9,8,2,7,1,9,0,1,2,15,6,17,0,26,26,0,2,5,18,43,6,0,7,2,0,0,0,49,0,3,7,1,0,10,1,1,3,0,3,6,1,3,3,0,9,4,0,4,2,0,100,0,13,0,37,23,0,0,2,34,5,0,0,2,29,12,1,0,5,1,7,34,1,28,7,8,1,58,2,6,1,0,1,16,0,0,0,2,0,0,5,0,5,3,16,25,15,13,2,2,0,0,2,1,9,15,1,27,1,1,13,6,10,14,35,29,16,2,1,12,10,10,14,9,0,11,2,100,1,1,100,9,25,13,100,50,10,0,100,0,15,10,100,1,100,34,0,2,11,72,100,0,100,100,30,0,0,7,1,100,0,1,14,11,65,0,54,29,3,21,0,0,27,0,3,2,0,2,0,11,0,0,4,1,1,0,3,0,8,0,30,2,7,1,7,0,0,1,0,5,2,43,3,1,1,2,1,0,20,3,0,15,0,0,4,0,2,90,0,0,1,33,0,0,100,0,100,0,18,1,8,2,0,12,2,1,1,3,5,0,1,1,8,0,2,7,0,1,0,2,0,2,0,0,5,0,0,0,8,0,2,3,0,5,0,6,0,7,1,1,40,9,0,0,3,1,15,0,3,0,0,2,0,0,19,0,0,0,17,0,0,0,2,0,1,0,8,5,0,34,1,5
2017-12-17,1,15,False,0,64,0,0,0,6,20,48,0,0,0,4,11,0,3,0,1,2,0,22,0,16,36,0,4,1,0,8,1,9,6,1,5,1,9,0,9,2,8,2,19,0,44,37,0,0,6,15,40,4,0,6,3,0,0,0,26,0,2,5,2,0,10,1,2,30,0,5,9,1,0,3,0,8,7,0,4,1,0,6,3,5,0,36,22,0,0,15,33,5,0,1,3,22,12,3,0,5,0,5,24,1,28,7,7,1,58,2,3,0,0,1,9,0,0,0,1,0,0,3,0,2,2,13,22,7,4,2,2,0,0,1,0,6,6,0,8,0,0,14,3,5,27,51,8,4,1,1,2,16,7,11,9,0,16,4,16,1,1,23,10,25,1,43,8,8,0,18,10,100,2,80,9,18,66,6,8,100,8,12,1,10,20,15,0,0,8,0,17,0,1,12,8,26,0,16,34,1,11,0,0,52,0,2,1,0,2,0,10,2,0,4,0,0,1,3,0,9,0,24,5,8,0,3,0,1,1,0,0,2,42,3,1,3,2,1,0,14,3,11,19,0,0,4,0,19,8,1,0,1,21,0,0,12,1,25,0,12,1,5,1,0,12,2,1,0,0,3,0,0,1,10,0,2,4,0,1,4,1,0,3,0,0,1,1,0,0,0,0,2,2,0,5,0,7,0,13,1,1,41,8,1,0,2,1,15,0,3,0,0,1,0,0,19,0,0,0,6,0,0,1,3,0,0,0,3,1,0,13,1,3
2017-12-24,1,13,False,0,59,0,0,0,3,18,28,0,0,0,16,13,1,2,0,0,1,1,30,0,12,23,0,1,1,0,9,1,6,7,2,4,0,5,0,7,1,3,4,22,0,14,46,0,0,3,12,33,6,0,3,2,0,0,100,19,0,2,10,1,0,9,1,1,3,0,3,8,0,0,0,0,9,4,0,2,2,0,6,0,3,0,35,28,0,0,1,31,11,0,0,3,26,15,1,0,6,0,8,18,0,37,6,9,0,59,1,5,1,0,2,9,0,0,1,1,0,0,2,0,2,2,18,33,9,3,0,2,0,0,1,0,5,7,0,5,1,0,18,2,7,10,10,2,2,1,0,1,0,7,11,13,0,10,2,7,0,0,10,8,17,0,11,2,28,1,1,6,11,2,25,1,5,22,1,18,51,4,6,4,4,13,7,100,0,7,1,16,0,1,1,5,7,0,6,39,2,13,0,1,22,0,3,1,0,1,0,8,0,2,4,0,0,0,3,0,6,0,15,0,8,0,2,0,0,3,0,3,0,29,1,0,2,3,1,0,25,2,0,25,0,0,3,0,4,2,1,0,1,19,0,0,3,1,13,0,6,1,9,4,0,19,2,2,0,0,1,0,0,0,2,0,1,2,0,0,0,1,0,3,0,1,4,0,0,0,0,0,1,2,1,5,0,0,0,14,0,0,40,9,0,3,1,0,15,0,3,0,0,1,0,0,31,0,0,1,4,0,0,0,2,1,1,0,9,3,0,11,0,2
2017-12-31,1,10,False,0,82,1,0,0,3,18,32,0,0,0,17,13,0,17,0,2,3,3,53,0,13,65,1,3,2,0,8,1,6,8,1,5,1,10,0,1,1,2,4,18,1,13,47,0,0,2,14,39,1,0,3,5,1,0,18,15,0,1,36,1,1,9,0,0,0,0,3,8,2,0,0,0,6,6,0,3,2,0,3,0,0,0,32,25,0,0,0,36,11,0,0,3,29,13,2,0,6,8,6,25,0,41,6,7,0,56,1,4,0,0,2,7,0,0,0,1,0,0,3,0,2,1,15,32,8,3,0,2,0,0,1,0,3,6,0,71,1,0,16,2,1,9,8,5,1,1,1,1,1,8,17,12,0,12,4,5,1,1,11,100,26,0,7,1,16,5,0,3,5,5,15,0,6,27,0,4,36,5,8,8,6,15,35,52,12,16,26,40,9,7,1,16,8,0,5,41,1,13,0,0,19,0,2,3,0,1,0,7,0,0,3,0,0,0,3,0,40,0,19,0,10,1,3,0,0,2,0,3,0,100,2,0,2,2,1,0,20,5,0,18,0,0,100,0,3,5,0,0,1,20,0,0,3,1,3,2,9,3,7,2,0,11,3,2,0,0,1,0,1,0,1,0,3,2,0,3,3,1,0,3,0,0,6,3,0,0,8,0,1,2,1,8,0,6,0,10,1,2,37,10,0,0,1,0,15,0,3,0,0,1,0,0,34,0,0,0,5,0,0,3,3,0,4,0,7,3,0,10,0,2
2018-01-07,1,10,False,0,100,1,0,0,4,16,34,11,11,0,9,13,1,1,0,1,1,1,22,0,22,39,1,3,1,0,8,1,5,8,0,5,1,7,0,1,1,65,5,17,0,35,45,1,1,4,16,36,5,1,1,3,0,0,6,13,1,2,9,3,0,9,0,1,3,0,2,8,6,0,0,0,6,4,0,3,2,0,1,5,0,0,35,21,0,0,1,36,3,0,0,2,24,11,1,0,5,1,8,25,0,46,4,7,0,55,1,4,1,0,2,6,0,0,1,5,0,0,4,0,1,2,45,26,11,1,0,3,0,0,1,0,3,6,0,8,1,0,13,6,5,7,6,5,1,1,0,0,0,8,15,10,0,13,4,5,1,0,11,50,24,0,5,2,14,1,1,18,5,4,25,1,4,31,0,4,21,3,3,0,4,9,11,25,0,27,6,28,1,100,2,7,3,1,7,28,3,100,0,0,12,19,6,2,0,1,0,11,0,0,3,0,0,0,5,0,27,0,11,0,9,1,2,0,0,2,0,2,5,56,2,1,1,6,52,0,21,0,17,22,0,1,23,0,10,1,0,0,1,17,0,0,3,0,4,3,16,2,8,2,0,13,2,2,1,0,0,0,0,0,2,1,2,1,0,1,3,0,0,2,0,1,5,7,0,0,8,0,0,4,0,6,0,0,0,10,1,2,39,9,1,5,0,1,15,0,3,0,0,1,0,0,19,0,0,0,4,0,0,1,6,0,1,0,3,2,0,11,0,6
2018-01-14,1,13,False,0,88,1,0,0,3,9,34,11,11,0,4,19,0,1,1,1,2,1,81,0,14,42,2,2,1,0,7,0,6,7,0,6,5,8,0,0,2,20,7,15,0,19,27,0,0,4,17,35,4,1,1,2,0,0,3,10,0,1,10,5,0,9,0,1,3,0,2,7,2,0,0,0,4,4,0,2,2,0,1,10,5,0,36,20,0,0,1,29,2,0,38,3,32,9,1,0,6,1,6,20,0,50,5,6,1,58,2,5,1,0,1,5,0,0,0,100,2,0,2,0,1,1,22,25,9,3,0,2,0,0,1,0,3,4,0,7,1,0,19,5,5,5,4,4,1,1,0,0,0,7,7,11,0,12,2,4,1,1,8,16,26,0,3,7,20,0,1,5,2,3,22,0,4,30,0,3,23,3,3,0,2,5,5,37,0,22,2,18,0,18,1,8,3,0,4,37,2,25,0,0,9,100,41,1,23,31,0,9,0,1,3,0,0,0,2,0,21,0,42,0,10,0,2,0,1,2,0,5,2,62,4,1,1,4,18,0,24,2,3,15,0,12,14,0,3,0,1,0,1,18,0,0,3,1,2,2,17,2,8,2,0,14,1,2,0,0,0,0,1,1,1,0,1,1,0,4,3,0,0,2,0,1,3,11,18,0,15,0,6,10,0,4,0,12,0,13,0,1,40,9,0,2,1,1,30,0,3,0,0,1,0,0,21,0,0,0,3,0,0,1,4,0,0,0,12,3,0,12,0,2
2018-01-21,1,16,False,0,71,1,0,0,3,16,37,0,0,0,3,12,0,1,0,1,1,1,46,0,12,44,4,2,1,0,7,1,7,8,0,12,1,4,0,1,1,5,2,15,0,24,23,0,0,2,12,24,2,1,1,1,0,0,0,9,0,2,6,2,0,10,0,1,1,0,2,11,0,0,0,0,5,5,0,2,2,0,1,12,10,0,35,20,0,0,1,34,2,0,100,2,23,11,0,0,5,0,4,14,0,43,3,7,0,82,2,3,0,0,1,5,0,0,0,14,1,0,3,0,1,4,13,50,9,1,1,2,0,0,1,0,3,4,0,3,0,0,16,23,5,7,3,2,0,1,0,0,1,8,6,19,0,9,3,3,1,1,6,11,17,0,2,5,8,0,1,1,1,3,29,1,4,41,0,1,20,3,3,0,5,7,6,39,0,11,1,40,0,6,2,10,2,0,10,33,3,38,0,0,8,2,5,1,5,100,2,8,100,16,3,2,1,100,2,0,18,0,28,0,12,0,2,0,1,2,0,0,0,63,5,1,7,100,10,0,33,0,17,18,0,0,8,0,1,1,1,0,2,20,0,0,1,1,1,0,18,2,11,3,0,11,2,2,0,3,1,0,2,5,1,0,1,1,0,0,1,0,0,3,0,0,3,2,2,0,0,8,10,2,0,4,0,12,0,8,0,0,38,10,0,0,1,2,13,0,2,0,0,1,0,0,17,0,0,0,3,0,0,0,3,0,0,0,8,2,0,12,0,2
2018-01-28,1,10,False,0,77,0,0,0,3,31,30,0,11,0,4,14,0,1,0,1,3,1,24,0,16,39,0,2,1,0,7,0,8,8,1,14,1,5,0,1,0,5,2,17,0,14,36,0,0,3,14,35,4,2,4,0,0,0,3,8,0,1,8,1,0,10,0,1,2,0,12,8,39,3,3,0,4,6,0,3,1,0,0,0,5,0,36,20,0,0,0,31,2,0,47,3,20,12,0,0,6,3,10,14,0,47,5,6,0,67,2,8,1,0,1,4,0,0,1,11,0,0,4,0,1,1,12,32,6,3,0,100,0,0,1,0,3,6,0,4,39,0,13,16,4,3,4,4,1,3,0,1,0,8,5,12,0,10,3,3,1,7,6,9,25,0,2,33,8,2,1,2,1,4,35,0,4,92,1,2,19,1,3,1,6,6,5,36,0,8,1,28,0,3,1,13,3,0,10,31,1,13,0,0,7,1,3,1,2,4,0,17,3,1,3,1,7,80,2,0,100,2,100,2,9,0,79,0,45,4,0,0,0,94,2,1,100,87,3,0,19,3,7,10,0,0,6,0,3,1,1,0,2,18,0,0,1,1,2,1,13,2,10,2,0,11,3,2,0,0,0,0,1,5,1,0,1,1,0,3,3,0,0,2,0,0,3,2,1,0,15,0,10,3,0,4,0,12,0,6,0,2,42,9,1,5,1,1,14,0,2,0,0,1,0,0,19,0,0,0,4,0,0,4,1,0,6,0,8,2,0,12,0,2
2018-02-04,1,13,False,0,68,1,0,0,3,34,32,0,0,0,9,100,0,1,0,1,1,1,45,0,36,14,0,3,1,0,8,0,6,9,1,8,0,4,0,2,0,9,5,15,0,12,41,0,3,6,15,33,1,0,1,3,0,0,0,8,0,1,8,0,0,9,1,1,1,0,3,10,6,0,0,0,3,6,0,2,1,0,1,2,2,0,32,18,0,0,1,28,2,0,14,1,19,18,0,0,5,0,6,14,44,34,4,10,2,53,1,5,3,0,1,5,0,0,0,4,0,0,2,0,1,1,11,26,7,36,0,23,0,0,1,0,3,4,0,4,40,0,12,15,2,4,4,9,0,2,0,0,0,7,4,17,0,11,3,2,1,1,6,12,21,0,2,12,27,0,0,1,1,1,23,0,4,40,0,1,17,2,4,1,4,5,5,15,0,7,1,55,0,3,1,16,15,0,5,29,1,9,0,0,5,1,3,1,3,2,0,5,3,9,4,0,1,3,1,0,97,1,35,0,8,1,100,0,100,21,57,100,2,75,13,100,28,56,3,0,28,3,10,16,0,0,2,0,4,2,2,0,1,18,0,0,2,1,1,0,21,2,14,2,0,8,0,2,0,0,0,0,1,3,1,1,1,1,0,3,1,0,0,3,0,1,3,0,1,0,7,0,10,1,0,4,0,12,0,12,1,1,39,11,0,2,0,2,12,0,2,0,0,1,0,0,15,0,0,1,4,0,0,3,2,0,2,0,5,1,1,9,1,3
2018-02-11,1,15,False,0,66,1,0,0,3,42,31,0,0,0,5,36,0,1,0,2,2,1,34,0,13,22,0,3,1,0,6,1,5,8,0,7,0,5,0,2,1,6,5,29,0,15,25,0,3,4,18,37,4,1,1,2,0,0,6,8,0,1,9,14,0,12,0,0,1,0,3,6,4,0,0,0,22,3,0,2,1,0,0,5,12,0,32,19,0,0,0,28,2,0,3,2,17,10,0,0,5,1,8,17,2,33,4,5,1,58,2,3,3,0,1,4,0,0,0,3,0,0,3,0,1,1,12,25,6,20,0,26,0,0,0,0,3,3,0,5,6,0,11,13,6,5,3,4,1,1,0,0,0,6,4,10,0,100,10,3,3,0,61,12,36,0,2,9,15,0,1,1,1,1,22,0,3,63,0,2,19,2,1,0,2,5,5,11,0,7,1,14,0,4,0,8,7,0,6,37,2,9,0,0,5,1,6,1,1,1,0,5,4,1,4,0,1,2,3,0,37,1,40,0,6,0,19,0,2,4,2,19,58,53,6,31,12,14,2,0,40,24,100,100,2,13,3,0,5,2,0,0,1,18,0,0,3,0,3,1,22,2,13,2,0,14,2,2,1,0,0,0,1,4,1,1,1,1,0,6,0,1,0,2,0,1,4,0,0,0,8,0,8,2,0,3,0,0,0,9,0,1,36,12,1,0,2,0,11,0,1,0,0,0,0,0,36,0,0,0,3,0,0,3,3,1,4,0,11,3,1,10,0,2
2018-02-18,1,11,False,0,64,1,0,0,5,34,27,0,0,0,2,38,0,2,0,1,3,2,23,0,11,24,1,2,1,0,8,1,7,5,0,6,1,4,0,7,1,3,4,18,0,8,45,0,0,3,21,40,2,0,2,3,0,0,0,9,0,1,7,0,0,11,0,1,1,0,1,6,2,0,0,0,10,2,0,1,1,0,1,0,5,1,40,19,0,0,0,34,2,0,1,2,17,10,1,0,5,2,4,15,1,43,4,6,0,53,2,1,3,0,100,4,0,0,1,2,0,0,2,0,1,2,11,23,12,12,0,6,1,0,1,0,3,5,0,4,5,0,11,100,3,3,4,5,1,1,0,1,0,5,4,12,0,22,3,2,1,0,12,9,22,0,3,2,12,0,1,1,1,2,25,0,3,37,0,1,21,1,3,0,3,2,9,2,0,7,1,6,0,2,1,11,5,0,4,42,1,9,0,0,5,1,3,1,0,3,0,5,1,1,3,0,1,1,2,0,15,0,24,0,9,0,10,0,2,4,12,5,11,61,3,13,8,6,66,0,57,35,78,79,4,100,3,87,5,1,8,100,2,18,0,0,2,0,2,0,21,2,12,1,0,11,2,1,0,0,0,0,0,5,1,0,1,1,0,2,1,1,0,2,0,0,4,1,0,0,0,0,2,1,1,4,0,12,12,9,0,0,37,9,5,0,10,1,14,0,1,0,0,0,0,0,35,0,0,1,2,0,0,1,4,0,2,0,9,2,0,11,1,2
2018-02-25,1,10,False,0,60,1,0,0,3,21,29,0,11,0,8,17,0,1,0,2,4,4,23,0,14,38,0,3,1,0,7,1,4,8,0,5,0,3,0,5,0,4,4,32,0,20,27,0,0,3,19,31,1,1,1,2,1,0,0,8,0,1,77,0,0,15,0,0,0,0,4,12,2,0,3,0,6,3,0,2,1,0,1,0,0,0,34,17,0,0,0,31,2,0,1,2,45,9,1,0,5,0,4,19,0,39,6,8,0,51,2,3,0,0,4,4,0,0,1,2,0,0,3,0,1,1,10,25,8,6,0,3,1,0,1,0,4,11,0,3,3,0,12,36,7,3,2,4,0,2,0,1,0,6,3,10,0,20,3,2,1,0,3,10,22,0,1,3,6,0,1,2,1,4,28,0,3,40,10,3,23,1,3,0,2,3,60,6,0,12,0,5,0,3,1,13,2,0,4,33,3,9,0,0,5,1,2,1,0,3,0,6,1,0,3,0,0,1,2,1,8,0,24,0,72,1,4,0,1,6,0,5,7,45,2,5,6,10,13,0,19,5,7,16,0,0,4,6,4,1,3,21,2,17,1,3,2,6,1,2,100,3,11,1,0,12,2,2,1,0,0,0,1,2,1,1,1,0,0,5,63,1,0,2,0,0,1,100,2,0,0,0,3,0,0,5,0,6,0,7,0,1,38,13,1,0,0,0,13,0,1,0,0,0,0,0,28,0,0,1,1,0,0,4,4,0,4,0,8,2,0,8,0,2
2018-03-04,1,15,False,0,61,1,0,0,2,13,28,0,0,0,9,14,0,4,0,1,1,0,50,0,19,25,0,2,1,0,7,1,5,8,1,5,0,4,0,0,0,3,4,29,0,9,29,0,0,3,16,53,4,1,0,2,0,0,0,7,0,1,100,1,1,13,1,0,1,0,4,9,1,0,3,0,11,4,0,1,1,0,1,0,2,0,35,19,0,0,0,27,1,0,1,2,28,8,0,0,5,0,8,17,0,36,5,7,3,55,2,5,0,0,2,4,0,0,1,2,0,0,2,0,1,1,11,23,11,4,1,3,0,0,0,0,3,4,0,2,4,0,12,28,9,3,1,1,0,1,1,0,0,8,3,11,0,13,4,2,1,0,4,11,27,0,1,2,8,0,1,1,1,3,26,0,3,37,100,3,17,1,4,0,2,2,25,4,0,7,0,4,0,5,1,7,3,0,3,26,2,9,0,0,5,0,2,2,0,1,0,5,0,0,3,0,0,0,2,0,8,0,37,0,100,2,5,0,0,4,0,2,7,52,1,7,2,5,5,0,12,0,3,12,2,0,4,2,4,0,2,2,1,22,3,21,2,3,1,13,79,3,12,1,0,13,1,2,1,0,0,0,0,0,1,0,1,0,0,7,38,0,0,3,0,0,3,36,0,0,15,0,3,1,0,7,0,6,0,9,1,0,33,15,0,0,0,1,8,0,2,0,0,1,0,0,24,0,0,0,2,0,0,1,3,0,2,0,8,1,1,10,0,3
2018-03-11,2,12,False,0,75,1,0,0,3,18,22,11,0,0,2,15,0,6,0,2,1,0,38,0,11,25,1,2,1,0,7,1,5,7,0,6,0,3,0,2,0,7,3,9,0,17,42,0,1,5,17,100,4,1,1,5,0,3,0,7,0,1,17,3,0,10,1,1,1,0,3,8,2,0,0,0,4,5,0,1,1,0,0,0,2,0,34,19,0,0,0,34,2,0,1,3,26,9,1,0,6,0,7,18,1,37,4,5,1,64,2,5,1,0,2,4,0,0,1,2,0,0,2,0,0,1,11,25,6,5,0,7,0,0,1,0,26,4,0,1,2,0,12,6,5,1,1,2,0,1,1,0,0,7,4,9,0,11,3,2,1,0,4,12,26,0,1,4,7,0,0,1,1,3,28,0,3,37,22,3,21,2,3,0,1,3,10,7,0,7,1,5,0,5,1,8,1,0,3,22,1,8,0,0,8,0,2,1,0,1,0,5,0,3,3,0,0,1,2,0,6,0,26,0,16,2,5,0,0,0,2,17,2,32,2,1,3,4,4,0,16,0,3,14,0,2,3,0,3,0,1,2,1,18,1,0,1,1,1,1,27,2,100,2,0,9,2,2,1,0,0,0,1,0,1,0,1,0,0,4,29,0,0,2,0,1,3,1,0,0,22,0,4,2,1,7,0,24,0,9,1,0,43,11,0,5,1,0,13,0,1,0,0,1,0,0,24,0,0,1,1,0,0,3,2,0,1,0,8,1,0,9,0,1
2018-03-18,1,15,False,0,77,1,0,0,3,17,26,11,11,0,4,15,0,2,0,1,1,1,73,0,9,21,0,3,0,0,6,1,6,8,0,7,0,3,0,1,0,2,1,9,0,15,30,1,0,4,17,43,1,4,1,6,0,0,0,8,0,1,11,0,0,11,0,2,0,0,2,8,1,0,0,0,5,4,0,1,1,0,0,0,0,0,35,45,0,0,0,32,1,0,1,3,21,10,1,0,6,0,7,15,0,52,3,5,1,55,2,8,1,0,2,4,0,0,1,2,2,0,3,0,0,1,11,25,8,4,1,3,0,0,1,0,5,3,0,2,3,0,11,11,18,3,1,4,0,1,1,0,0,6,5,9,0,13,2,2,1,0,3,13,22,0,2,4,7,0,0,1,1,3,13,0,3,40,15,1,19,4,2,0,2,3,9,2,0,18,1,7,0,14,0,10,2,0,5,32,2,7,0,0,6,0,3,1,0,1,0,6,1,0,4,0,0,1,2,0,5,0,26,0,9,1,4,0,0,5,0,5,5,64,2,1,4,8,3,0,14,5,14,17,1,6,3,1,4,5,2,3,1,16,0,0,3,2,1,1,30,2,20,16,0,100,5,27,1,0,0,0,1,2,1,0,1,0,0,5,23,0,0,2,0,1,1,1,1,0,0,0,4,1,0,5,0,0,0,10,0,0,33,11,2,0,0,0,19,0,1,0,0,1,0,0,29,0,0,0,1,0,0,0,3,0,0,0,4,1,1,9,0,1
2018-03-25,1,11,False,0,69,1,0,0,4,15,32,0,0,0,3,17,0,3,0,2,3,1,27,0,10,36,0,1,1,0,7,1,7,7,0,6,0,3,0,1,1,3,1,23,0,10,45,0,0,3,19,34,1,0,1,2,0,0,0,8,0,1,9,0,0,10,0,0,0,0,2,10,1,0,0,0,4,4,0,1,0,0,0,0,10,0,35,29,0,0,0,35,5,0,1,3,23,10,2,0,5,0,6,14,1,32,3,6,0,65,1,3,2,0,2,5,0,0,0,2,0,0,2,0,0,1,12,20,7,2,0,2,1,0,19,0,2,3,0,2,3,0,13,6,8,4,1,2,1,1,0,0,0,8,3,10,0,16,4,2,0,0,2,16,29,0,2,14,12,0,0,1,2,2,22,0,3,31,7,2,26,2,1,0,1,3,9,6,0,19,1,7,0,5,1,10,1,0,5,27,3,7,0,0,6,0,2,1,0,2,0,6,0,3,4,0,0,0,2,0,8,0,23,0,13,1,4,0,0,2,0,7,0,59,4,1,3,5,3,0,8,2,7,14,1,0,2,0,5,1,1,2,1,19,0,0,1,1,1,0,15,2,12,1,0,30,9,38,1,14,42,13,1,1,1,1,1,0,0,1,8,1,0,2,0,0,3,0,0,0,8,0,5,1,0,6,0,6,0,11,0,2,35,9,3,0,0,0,13,0,1,0,0,1,0,0,23,0,0,0,1,0,0,0,2,0,0,0,7,1,1,11,0,1
