id,name,time,gender,is_work_influenced,confirmation_status,work_type,data_source,description,fb_followers,fb_pagelink,is_certified,twitter_name,twitter_pagelink,tweets,twitter_location,twitter_since,twitter_intro,twitter_follows,twitter_followers
402,Corey Lewandowski,12/22/2017,1,0,0,Politics,Frankie Shaw,"A woman has filed a sexual assault complaint against him, saying he slapped her twice on the buttocks.",FALSE,FALSE,1,Corey R. Lewandowski,https://twitter.com/CLewandowski_,"3,318 則推文","Washington, DC",已加入 2015年11月,"Dad of 4, Senior Advisor Trump/Pence 2020, Campaign Manager Donald J. Trump for President 2016, 2X NYTimes Best Selling Author. BOOK: Trump America First",46,53.2萬
397,Cristina Garcia,2/8/2018,2,1,2,Politics,Frankie Shaw,"Removed from committee posts amid sexual harassment accusations from a former legislative staff member. An investigation initially found no wrongdoing, but it was reopened after an appeal. Ms. Garcia has denied the accusations and is running for a fourth term.","8,303",https://www.facebook.com/cristinagarciaad58/,1,Cristina García,https://twitter.com/vascagarcia,"4,999 則推文",Ciudad Autónoma de Bs As,已加入 2011年7月,"• Legisladora en 
@legiscaba
 • Bloque 
@vamosjuntos
 • Presidente de la Comisión de Tránsito y Transporte 

http://instagram.com/vasca_garcia/",845,"3,811"
392,Tony Cárdenas,4/27/2018,1,0,2,Politics,Frankie Shaw,"A woman has sued, alleging that an unnamed elected official sexually assaulted her when she was a teenager. Cárdenas has confirmed he is the subject of the suit, though he denies the allegations.","11,404",https://www.facebook.com/TonyCardenasForCongress/,1,Rep. Tony Cárdenas,https://twitter.com/RepCardenas,"9,104 則推文","San Fernando Valley, CA",已加入 2013年2月,"Proud to represent California's 29th District - the San Fernando Valley - in The People’s House. Member of 
@EnergyCommerce","1,518",2.4萬
387,Corey Coleman,7/30/2018,1,1,2,Politics,Frankie Shaw,"He is under investigation in connection with allegations that he sexually harassed an employee and created an environment in which women were hired as possible sex partners for male employees. He has resigned from FEMA. He denied the claims, and his lawyers said that investigators relied on “rumor and innuendo.”",FALSE,FALSE,1,Corey Coleman,https://twitter.com/TheCoreyColeman,771 則推文,,已加入 2012年6月,"Dallas Made / Baylor Football / NUPE
/ All American/ Biletnikoff Winner / For Business Inquiries Contact: 
@DavidMulugheta",325,4.6萬
462,David Marchant,10/6/2017,1,1,2,Other,Frankie Shaw,"Multiple women say he sexually harassed or made inappropriate comments to them. After an investigation, BU’s provost recommended that he be terminated; Marchant is appealing.",FALSE,FALSE,0,David Marchant,https://twitter.com/davymarchant,965 則推文,"South West, England",已加入 2013年1月,"Londoner . Fan of family , Chelsea , Surrey CCC , Harlequins , Seahawks , Federer and take golf FAR too seriously ! Miss my wife so much.",60,34
385,Tom Frieden,8/24/2018,1,0,2,Politics,Frankie Shaw,"A woman reported that he groped her. He has been charged with sexual abuse, forcible touching, and harassment.",FALSE,FALSE,1,Dr. Tom Frieden,https://twitter.com/DrTomFrieden,"6,524 則推文","New York, NY",已加入 2017年1月,"President & CEO 
@ResolveTSL
 | Sr Fellow 
@CFR_org
 | Former Director 
@CDCgov
 & Cmish 
@nycHealthy
 | Focused on saving lives | COVID-19 pandemic response & recovery",708,17.2萬
384,David Keyes,9/11/2018,1,1,0,Politics,Frankie Shaw,"A woman has said he sexually assaulted her, and three others have said he tried to bully them into sex. He has resigned as Netanyahu’s spokesperson.","4,029",https://www.facebook.com/davidkeyespmo/,1,David Keyes,https://twitter.com/DavidKeyesPMO,473 則推文,"Jerusalem, Israel",已加入 2011年8月,The official account of Israeli Prime Minister Benjamin Netanyahu's Spokesperson.,292,4.9萬
380,Eric Bauman,11/28/2018,1,1,0,Politics,Frankie Shaw,"Multiple people say he made sexually explicit comments in the workplace and other professional settings, and engaged in unwanted touching. He has resigned.",FALSE,FALSE,1,EricBauman - The UnCommon Sense Democrat,https://twitter.com/EricBauman,"8,866 則推文",Los Angeles,已加入 2009年1月,"Host of The UnCommon Sense Democrat on NBC Radio KCAA - AM 1050 | FM 102.3 | FM 106.5 and Immediate Past Chair, California Democratic Party","7,939",1.1萬
379,Travis Kalanick,6/17/2017,1,1,0,Business & Tech,Frankie Shaw,"A female employee has said he visited a bar with escort services, along with her and other employees, making her uncomfortable. Multiple employees also reported discrimination, sexual harassment, and a toxic environment at the company. Kalanick has resigned.","66,974",https://www.facebook.com/traviskal/,1,travis kalanick,https://twitter.com/travisk,"6,029 則推文",San Francisco,已加入 2007年10月,Uber founder. Serial entrepreneur.,635,22.7萬
377,Dave McClure,6/30/2017,1,1,1,Business & Tech,Frankie Shaw,"A woman has reported that he sexually assaulted her, and another says he made an unwanted advance. He has said he made inappropriate advances to multiple women and has resigned from 500 Startups.","20,580",https://www.facebook.com/davemcclure,1,Dave McClure,https://twitter.com/davemcclure,8.4萬 則推文,"Cupertino, CA",已加入 2006年7月,"Founder 
@PracticalVC
 @500Startups",1.9萬,35.5萬
106,Roman Polanski,10/13/2017,1,0,1,Arts & Entertainment,NY Times,"Expelled from the Academy of Motion Picture Arts and Sciences after a woman who said Mr. Polanski sexually assaulted her when she was 10 years old started a petition to remove him. The Los Angeles police opened an investigation into the accusation, which Polanski denied. Polanski previously pleaded guilty to sex with a minor in 1977 and fled the country before sentencing. Over the years, he was accused by six women of sexual abuse, most when they were minors. He has continued to make films in Europe.",FALSE,FALSE,0,ROMAN POLANSKI,https://twitter.com/SINGAM56843836,494 則推文,,已加入 2018年7月,I'm Man,72,34
376,Chris Sacca,6/30/2017,1,0,0,Business & Tech,Frankie Shaw,A woman reported that he touched her face without her consent.,"14,297",https://www.facebook.com/sacca/,1,Chris Sacca,https://twitter.com/sacca,7.8萬 則推文,"Jackson, Wyoming",已加入 2006年7月,"I love 
@crystale
 & our 3 girls. Used to invest in startups. Had fun on 
@ABCSharkTank
. Working hard to unf**k the planet.",979,167.5萬
369,Harold Ford Jr.,12/7/2017,1,0,0,Business & Tech,Frankie Shaw,"A woman has reported that he sexually harassed and intimidated her. He has been fired from Morgan Stanley, but the bank now says he was not fired for sexual misconduct.",FALSE,FALSE,1,"Harold Ford, Jr.",https://twitter.com/HaroldFordJr,"1,817 則推文",New York,已加入 2009年7月,"patriot, husband, father, God fearing & Go BLUE!",57,2.6萬
293,Bob Weinstein,10/17/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has said that he sexually harassed her over a period of months.,FALSE,FALSE,0,Robert Weinstein,https://twitter.com/RobertW40309033,0 則推文,,已加入 2021年2月,Chef Extrordinare & world traveler looking for life’s next great adventure!,71,1
3,Chris Savino,10/17/2017,1,1,1,Arts & Entertainment,NY Times,Fired after accusations of sexual harassment from multiple women. He apologized.,FALSE,FALSE,0,Chris Savino,https://twitter.com/ChrisSavino,"9,646 則推文","New York, NY",已加入 2008年12月,"@MLS
(ex @PwC
) | @SDABocconi
MBA Candidate (
@SaintJosephs
‘10) | @UnitedCoaches
Finance Committee | EN | IT | Views are mine. #soccerbiz #CPA",457,"3,554"
4,Cliff Hite,10/17/2017,1,1,1,Politics,NY Times,"Resigned after a woman filed a sexual harassment complaint against him, citing unwanted advances. He later said that he had behaved inappropriately.",FALSE,FALSE,0,Cliff Hite,https://twitter.com/HiteMr,0 則推文,,已加入 2012年3月,0,2,0
295,Lars von Trier,10/17/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has accused him of a months-long pattern of sexual harassment.,FALSE,FALSE,0,Lars Von Trier,https://twitter.com/LVon_Trier,1.2萬 則推文,"Los Angeles, CA",已加入 2013年2月,"Twitter dilettante. Parody Account. Not the real Lars. Danish by heart, American by principle, and German by nature. My homies call me Von, L- Von.",316,"8,895"
362,Andy Rubin,10/25/2018,1,1,1,Business & Tech,Frankie Shaw,"A Google employee accused him of coercing her into oral sex, and a company investigation found her claim credible, according to two Google executives. He resigned from Google in 2014 with a $90 million exit package.","8,812",https://www.facebook.com/rubin.face,1,Andy Rubin,https://twitter.com/Arubin,64 則推文,California,已加入 2010年10月,Percent of all fresh water on Earth that is in icecaps and glaciers: 99.5 %,0,"1,457"
361,Bill O'Reilly,4/1/2017,1,1,0,Media,Frankie Shaw,Multiple women have said he sexually harassed them. He has been fired from Fox News.,"1,996,140",https://www.facebook.com/billoreillyofficial/,1,Bill O'Reilly,https://twitter.com/BillOReilly,1.6萬 則推文,,已加入 2009年3月,"Watch the 
@NoSpinNews
 anytime on http://BillOReilly.com. 'Killing Crazy Horse' available now!",83,316.8萬
108,Scott Courtney,10/19/2017,1,0,2,Business & Tech,NY Times,"Resigned amid an investigation into accusations of sexual misconduct among leaders of a union campaign. Several people had complained that Mr. Courtney had a history of sexual relationships with young female staff members, who were later promoted.","5,990",https://www.facebook.com/CourtneyScottTV/,0,Scott courtney,https://twitter.com/Scottcourtney6,92 則推文,"Littlehampton, England",已加入 2013年6月,climbing Mount Kilimanjaro for cystic fibrosis trust! please donate below and help me get the word out! :),99,44
109,Tyler Grasham,10/20/2017,1,1,0,Arts & Entertainment,NY Times,"Fired after accusations that he sexually assaulted and harassed multiple young men in the industry, prompting one of his top clients to leave the firm.",FALSE,FALSE,0,Tyler Gresham,https://twitter.com/TylerGresham11,1 則推文,"Mansfield, TX",已加入 2020年7月,WMS Class Of 2025 Basketball,19,1
360,Sean Hannity,4/21/2017,1,0,0,Media,Frankie Shaw,"A former Fox News guest has said he asked her to come back to his hotel, and did not invite her back on his show after she refused.","3,964,946",https://www.facebook.com/SeanHannity/,1,Sean Hannity,https://twitter.com/seanhannity,1.1萬 則推文,NYC,已加入 2009年5月,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. http://Hannity.com Retweets, Follows NOT endorsements! Due to hackings, no DM’s!",6,533.8萬
110,James Toback,10/22/2017,1,1,0,Arts & Entertainment,NY Times,Dropped by his longtime agent after 38 women accused him of sexual harassment. Mr. Toback has denied the accusations.,FALSE,FALSE,0,James Toback,https://twitter.com/TobackJames,4 則推文,,已加入 2018年1月,0,53,0
111,Terry Richardson,10/23/2017,1,1,0,Arts & Entertainment,NY Times,Banned from working with Condé Nast after accusations of sexual harassment of models. A spokeswoman said his interactions were consensual.,FALSE,FALSE,0,Terry Richardson,https://twitter.com/Terry_World,1.8萬 則推文,New York City,已加入 2009年7月,PHOTOGRAPHER,6,30.5萬
7,Caleb Jennings,10/24/2017,1,1,0,Business & Tech,NY Times,Fired after accusations of “sexual misconduct and abusive behavior.” Found not guilty of assault in court.,FALSE,FALSE,0,Caleb jennings,https://twitter.com/Calebjennings17,1 則推文,,已加入 2014年2月,0,1,0
289,Ethan Kath,10/24/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A former bandmate has reported that he raped and physically and psychologically abused her.,FALSE,FALSE,0,Ethan,https://twitter.com/InevitableKath,5 則推文,Kuala Lumpur City,已加入 2016年7月,I am Lazy right now,37,2
112,Leon Wieseltier,10/24/2017,1,1,1,Media,NY Times,New magazine was canceled after he was accused of sexual harassment and inappropriate advances by several women. He apologized.,FALSE,FALSE,0,Leon Wieseltier,https://twitter.com/leonwieseltier,0 則推文,"Washington, DC",已加入 2017年5月,0,0,5
113,Steve Jurvetson,10/24/2017,1,1,0,Business & Tech,NY Times,Resigned after being accused of sexual misconduct. He has denied the allegations and started his own venture firm.,FALSE,FALSE,0,Steve Jurvetson,https://twitter.com/FutureJurvetson,"3,305 則推文",Los Altos and San Francisco,已加入 2010年3月,"Co-founder of Future Ventures and DFJ — supporting passionate founders who are forging the future. Startup investor in Tesla, SpaceX, Planet, Memphis Meats...",69,4.1萬
460,Erick Guerrero,10/25/2017,1,1,0,Other,Frankie Shaw,Two students reported that he made unwanted advances or behaved inappropriately toward them. He has received a suspension and will be temporarily barred from teaching doctoral students.,FALSE,FALSE,0,erick guerrero,https://twitter.com/17ErickGuerrero,"8,685 則推文",san cristobal,已加入 2011年12月,"estudiante de ing civil-iut ,comediante por naturaleza,liverpool fc 
snapchat: erickguerrero17",81,821
359,Eric Bolling,8/4/2017,1,1,0,Media,Frankie Shaw,"Multiple people say he sent unsolicited photos of male genitals to at least 3 colleagues. He has left Fox News, and his show has been canceled.","509,884",https://www.facebook.com/EricBolling/,1,ERIC BOLLING,https://twitter.com/ericbolling,3.5萬 則推文,,已加入 2008年5月,"TV Host: (ABC CNBC FOX)
 “BOLLING With FAVRE"" Podcast
 2 NYT Bestsellers
 2020 Emmy
#BitcoinBillionaire (in training)
 contact@ericbolling.com",918,108.7萬
114,Knight Landesman,10/25/2017,1,1,0,Media,NY Times,Resigned as a publisher of Artforum magazine in October 2017 after nine women accused him in a lawsuit of various forms of sexual harassment. He denied the accusations.,FALSE,FALSE,0,Knight Landesman,https://twitter.com/LandesmanKnight,0 則推文,,已加入 2021年1月,0,0,0
115,Ken Baker,10/26/2017,1,1,2,Media,NY Times,Left after two women accused him of sexual harassment. He is not appearing on air while E investigates.,FALSE,FALSE,0,Ken Baker,https://twitter.com/kenbaker0011,"1,059 則推文","Knoxville, TN",已加入 2008年1月,"husband, father of five, executive, techno-geek, reader",125,68
358,Charles Payne,9/18/2017,1,0,2,Media,Frankie Shaw,"A woman says that he raped her, and that Fox retaliated against her when she reported the experience. Payne was suspended but has returned to work following an investigation.","149,361",https://www.facebook.com/CharlesPayneFox/,1,Charles V Payne,https://twitter.com/cvpayne,9.4萬 則推文,New Jersey & New York,已加入 2009年1月,"Trying to make sense of this world while becoming the man my mother raised- I give a damn, love my family and country...and making people $$$$",1.4萬,54.2萬
9,Rick Najera,10/26/2017,1,1,2,Arts & Entertainment,NY Times,"Resigned after an investigation into accusations that he made inappropriate and lewd comments to performers. In a statement, he said he was “confounded by deliberate and cruel defamations.”",FALSE,FALSE,0,Rick Najera,https://twitter.com/ricknajera,1.7萬 則推文,"Los Angeles, CA",已加入 2009年4月,"Author #AlmostWhite book, Writer #EastLosHigh, MAD TV, In Living Color, Nothing Like the Holidays. bad speller. Views my own.",1.5萬,4萬
116,Kirt Webster,10/27/2017,1,1,0,Arts & Entertainment,NY Times,Numerous clients cut ties after accusations of sexual assault or harassment of multiple people.,FALSE,FALSE,0,0,0,0,0,0,0,0,0
357,Harry Knowles,9/23/2017,1,1,0,Media,Frankie Shaw,Multiple women have reported that he sexually harassed or assaulted them. He has stepped down from Ain’t It Cool News.,FALSE,FALSE,1,Harry Knowles,https://twitter.com/headgeek666,12.4萬 則推文,"Austin, Tx",已加入 2009年3月,The Official Twitter Account for Harry Knowles! That's me. Love All Things Geeky Cool! Come love with me!,"5,613",5萬
11,Hamilton Fish,10/30/2017,1,1,1,Media,NY Times,"Resigned after accusations of inappropriate conduct, and said he had “a lot to learn” about the treatment of women in the workplace.",FALSE,FALSE,0,John Hamilton,https://twitter.com/hamiltonfish,25 則推文,"Carlsbad, CA",已加入 2007年4月,SaaS Expertise like you've never experienced before!,52,26
350,David Corn,11/2/2017,1,0,0,Media,Frankie Shaw,"Multiple people have said he engaged in inappropriate workplace behavior, including unwanted touching and rape jokes. Mother Jones investigated previous reports, and did so again when new information surfaced, finding no misconduct.",FALSE,FALSE,1,David Corn,https://twitter.com/DavidCornDC,8.2萬 則推文,"Washington, DC",已加入 2008年6月,"D.C. bureau chief of Mother Jones, MSNBC analyst, & author (with 
@Isikoff
) of the NYT No. 1 best-selling book RUSSIAN ROULETTE.","1,900",93.7萬
346,Kaj Larsen,11/15/2017,1,1,0,Media,Frankie Shaw,A woman has reported that he subjected her to unwanted touching and inappropriate sexual comments. He is no longer at the company.,FALSE,FALSE,1,Kaj Larsen,https://twitter.com/kajlarsen,"2,195 則推文","NYC, LA, Mogadishu",已加入 2008年8月,"Newsman, Frogman, Renaissance-man",126,"6,748"
14,Ira Silverstein,10/31/2017,1,1,0,Politics,NY Times,"Resigned as majority caucus chairman after sexual harassment accusations, which he denied. He lost his re-election bid in a March primary.",FALSE,FALSE,0,Ira silverstein,https://twitter.com/Irasilverstein1,0 則推文,,已加入 2018年3月,0,40,1
340,John Hockenberry,12/1/2017,1,1,0,Media,Frankie Shaw,Multiple women have said he sexually harassed them or sent unwanted sexual or suggestive messages. He has retired.,FALSE,FALSE,1,John Hockenberry,https://twitter.com/JHockenberry,"5,117 則推文",New York City,已加入 2008年3月,Former Host Current Entrepreneur Storyteller,"1,272","8,595"
459,Paul Whalen,10/31/2017,1,0,2,Other,Frankie Shaw,More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave and law enforcement is investigating. Resigned after an investigation into alleged sexual misconduct recommended that he be fired.,FALSE,FALSE,0,Paul whalen,https://twitter.com/Paulwhalen16,0 則推文,,已加入 2017年5月,0,20,1
119,Todd F. Heatherton,10/31/2017,1,0,2,Other,NY Times,Retired after an investigation into alleged sexual misconduct recommended that he be fired. He acknowledged that he “acted unprofessionally in public at conferences while intoxicated” and apologized.,FALSE,FALSE,0,0,0,0,0,0,0,0,0
120,William M. Kelley,10/31/2017,1,1,2,Other,NY Times,Resigned after an investigation into alleged sexual misconduct recommended that he be fired.,FALSE,FALSE,0,William Kelley,https://twitter.com/WilliamMKelley,4 則推文,"Lancaster, PA",已加入 2009年4月,The Best Thing To Happen To Twitter,6,6
322,Adrian Carrasquillo,12/27/2017,1,1,0,Media,Frankie Shaw,A co-worker reported receiving an inappropriate message from him. He has been fired.,"3,611",https://www.facebook.com/adriancarrasquillo,1,Adrian Carrasquillo,https://twitter.com/Carrasquillo,7萬 則推文,"New York, NY",已加入 2009年2月,"Political reporter 
@Newsweek
 covering Biden admin | Reporting the Latino political story | 
@sanbenito
 scholar |Send me scoops 
a.carrasquillo@newsweek.com","7,113",5.5萬
283,Dustin Hoffman,11/1/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple women have said he sexually harassed or assaulted them.,FALSE,FALSE,0,Dustin Hoffman,https://twitter.com/BballHoffman,"1,369 則推文",United States,已加入 2012年2月,I love basketball and acting. Even though I am not officially Dustin Hoffman. I am role-playing.,"2,772","7,986"
15,Jeff Hoover,11/1/2017,1,1,0,Politics,NY Times,"Resigned as speaker after settling a sexual harassment claim made by a staffer but remains in office. Mr. Hoover said the alleged harassment, consisting of inappropriate text messages, was consensual.",FALSE,FALSE,0,Jeff Hoover,https://twitter.com/Jeffhoover17,3.3萬 則推文,510,已加入 2010年6月,If you’re in traffic you are traffic,"4,998",369
316,Robert Moore,1/22/2018,1,1,0,Media,Frankie Shaw,Multiple former employees have said he sexually harassed co-workers. He has been fired.,FALSE,FALSE,1,Robert Moore,https://twitter.com/robertmooreitv,"3,097 則推文",USA and around the world,已加入 2011年7月,ITV News Correspondent,"1,615",2.8萬
312,Ryan Seacrest,2/26/2018,1,0,0,Media,Frankie Shaw,"A woman has reported that he sexually harassed and assaulted her, including groping her and grinding his genitals against her.","1,414,330",https://www.facebook.com/ryanseacrest/,1,Ryan Seacrest,https://twitter.com/RyanSeacrest,1.7萬 則推文,"New York, NY",已加入 2008年9月,Taller in person,572,"1,540.4萬"
123,David Guillod,11/2/2017,1,1,0,Arts & Entertainment,NY Times,Resigned after accusations of sexual assault from four women. The Santa Barbara County sheriff’s department opened an investigation in December. Mr. Guillod’s attorney denied any criminal conduct.,FALSE,FALSE,0,David Lloret Guilló,https://twitter.com/CorvaxKameko,0 則推文,,已加入 2014年5月,0,2,0
16,Kendall Fells,11/2/2017,1,1,0,Business & Tech,NY Times,Resigned amid a broad investigation into harassment and employee misconduct within the union.,FALSE,FALSE,0,Kendall Fells,https://twitter.com/Kfells05,5 則推文,,已加入 2014年4月,0,1,3
311,Alex Jones,2/28/2018,1,0,0,Media,Frankie Shaw,"A woman has reported that he groped her, sexually harassed her, and made a racist comment toward her, as well as created a hostile work environment for other women.",FALSE,FALSE,1,Joe Rogan,https://twitter.com/joerogan,4.5萬 則推文,,已加入 2008年12月,Stand up comic/mixed martial arts fanatic/psychedelic adventurer Host of The Joe Rogan Experience #FreakParty http://facebook.com/JOEROGAN,"3,867",716.5萬
124,Adam Venit,11/3/2017,1,1,1,Arts & Entertainment,NY Times,Stepped down as head of the motion picture group and later retired after acknowledging that he groped the actor Terry Crews. Mr. Venit apologized in a letter to Mr. Crews.,FALSE,FALSE,0,Adam Venit,https://twitter.com/AdamVenit,0 則推文,,已加入 2010年9月,0,1,27
372,Howie Rubin,11/3/2017,1,0,0,Business & Tech,Frankie Shaw,Three women have reported that he raped and beat them.,FALSE,FALSE,0,Howard Rubin,https://twitter.com/hr92252,8 則推文,,已加入 2019年1月,0,35,2
98,Jack Latvala,11/3/2017,1,1,2,Politics,NY Times,Resigned after investigation into accusations of groping and sexually harassing multiple women. He denied the accusations.,FALSE,FALSE,0,Dem Jack Latvala,https://twitter.com/DemJackLatvala,59 則推文,,已加入 2015年8月,15th member of the Florida Senate Democratic Caucus!,130,32
125,Michael Hafford,11/3/2017,1,1,0,Media,NY Times,Banned from contributing to Vice websites after multiple women reported that he abused or raped them. He had previously written a “Male Feminist” column for the website Broadly. He did not comment on the accusations.,FALSE,FALSE,0,michael hafford,https://twitter.com/FATTYgmc,1 則推文,,已加入 2012年3月,0,3,0
309,Tom Brokaw,4/26/2018,1,0,0,Media,Frankie Shaw,Three women have said he made unwanted advances toward them in the 1990s.,"69,582",https://www.facebook.com/tombrokawbooks/,1,Tom Brokaw,https://twitter.com/tombrokaw,485 則推文,"New York, NY",已加入 2011年7月,"Special correspondent, 
@NBCNews",44,31.5萬
308,Christian Rodriguez,7/16/2018,1,1,0,Media,Frankie Shaw,"Multiple women say he sexually harassed them, in many cases after offering them mentorship or a job. He has been dropped by the prestigious photographers' collective Prime.",FALSE,FALSE,1,Cristian Rodríguez,https://twitter.com/Cebo_Rodriguez,"3,460 則推文",,已加入 2011年5月,"Jugador de Fútbol nacido en Juan Lacaze. Actual jugador e hincha de 
@OficialCAP
 y 
@Uruguay
. Orgulloso papá de Lola y Juana. Fútbol, caballos y el campo.",170,33.4萬
19,Don Shooter,11/7/2017,1,1,1,Politics,NY Times,"Expelled by the Arizona House of Representatives for “dishonorable” behavior after an investigation found he sexually harassed multiple women, including fellow lawmakers. Mr. Shooter apologized and said he had done “stupid things,” though he raised questions about the investigation’s claims.",FALSE,FALSE,0,Don Pedro Shooter,https://twitter.com/pedro_shooter,0 則推文,,已加入 2018年10月,Filmmaker ..Photographer,26,1
20,Dwayne Duron Marshall,11/7/2017,1,1,0,Politics,NY Times,Resigned after allegations that he sexually harassed other staffers were published. He denied the allegations and said he was “vindicated” after an internal investigation found no harassment claims.,FALSE,FALSE,0,0,0,0,0,0,0,0,0
