date,David Copperfield,Ed Westwick,Al Franken,David Corn,David Blaine,Nick Carter,Scott Baio,Lawrence M. Krauss,Michael Weatherly,James Dashner,Dave McClure,Glenn Thrush,Tavis Smiley,Tom Brokaw,Mark Halperin,Terry Richardson,Cristiano Ronaldo,Ryan Seacrest,Neil deGrasse Tyson,Aziz Ansari,Sean Hannity,Russell Simmons,Kevin Spacey,Stan Lee,George Takei,Bill O'Reilly,Ben Affleck,Sylvester Stallone,Jeremy Piven,Kimberly Guilfoyle,Chris Sacca,Luc Besson,Ryan Lizza,Brett Ratner,Louis C.K.,James Rosen,Oliver Stone,Charlie Rose,Cameron Mitchell,Marshall Faulk,Morgan Freeman,Morgan Spurlock,Allison Mack,Richard Dreyfuss,Ron Jeremy,Steven Seagal,Eric Greitens,Boyd Tinsley,Rhys James,Donovan McNabb,John Besh,Adrian Carrasquillo,Andrew Kreisberg,Harry Knowles,David Keyes,Bruce Weber,Corey Coleman,Jay Asher,Steve Jurvetson,Rick Najera,Patrick Witty,Ed Murray,Daylin Leach,James Franco,Sam Adams,Andy Signore,Robert Moore,Dillon Bates,Tom Ashbrook,Jeff Franklin,Garrison Keillor,Ben Vereen,Daniel Handler,Earl K. Sneed,Paul Haggis,Heath Evans,Lockhart Steele,Roy Price,Paul Shapiro,Stephen Henderson,Andy Savage,John Moore,Blake Farenthold,Amit Singhal,Harvey Weinstein,Charles Schwertner,Jonathan Schwartz,Matt Mondanile,Jason Mojica,Brian Linder,John Hockenberry,Jonathan Kaiman,Mike Germano,Dustin Hoffman,Justin Caldbeck,Curt Anderson,Dan Harmon,Wayne Pacelle,Kaj Larsen,Michael Oreskes,Paul Rosenthal,Nate Boulton,Chris Savino,Javier Palomarez,Jerry Richardson,Matt Dababneh,Eric Weinberger,Michael Meredith,Clay Johnson,Steve Lebsock,Andy Rubin,David Diaz,Tom Sizemore,Jeffrey Klein,Ed Crane,Hadrian Belove,Calvin Smyre,T. Florian Jaeger,Jeff Hoover,Shadie Elnashai,Patrick Meehan,Justin Huff,Daniel Zwerdling,Peter Aalbæk Jensen,Bryan Singer,Curtis Hill,Avital Ronell,Ken Friedman,Matt Manweller,Eric Schneiderman,David Sweeney,Nick Miccarelli,Cody Wilson,Robert Haufrecht,Ken Baker,Leonard Lopate,John Lasseter,David Sawyer,Demos Parneros,Chuck Close,Jeff Kruse,Michael Ferro,David Marchant,Roy Moore,Michael Feinberg,Adam Venit,Israel Horovitz,Tony Cornish,Paul Marciano,Dylan Howard,Keith Raniere,Max Ogden,Eddie Berganza,Zach Fansler,Gordon Edelstein,Jann Wenner,Vincent Cirrincione,Leon Wieseltier,Matt Lauer,Benjamin Genocchio,Steve Butts,Justin Parish,Kendall Fells,Sherman Alexie,Nick Sauer,Joel Kramer,John Kricfalusi,Ron Carlson,Wes Goodman,Randy Baumgardner,Dean Westlake,Seth Sabal,Robert Reece,Adam Berkowitz,Cliff Hite,James Toback,Knight Landesman,Murray Miller,Josh Zepnick,James Levine,Trent Franks,Andrea Ramsey,Andrew Creighton,Albert Schultz,Kevin Braun
2017-12-10,0.6666666666666666,0.7102272727272727,3.6534324728769167,0.12,0.4677419354838709,0.5,0.2,0.0033152,0.3,0.08,0.01232,0.1607142857142857,4.3478260869565215,0.12,0.1176470588235294,0.4090909090909091,18.267162364384586,0.7102272727272727,1.0,0.0,0.946969696969697,3.6,3.6534324728769167,0.0,0.3809523809523809,0.391304347826087,4.024621212121213,2.403573995313761,0.44,0.2222222222222222,0.13,0.4,1.7543859649122806,0.2367424242424242,0.0666666666666666,0.01,0.3695652173913043,0.0,0.14,1.818181818181818,3.6534324728769167,1.7543859649122806,0.0,0.2758620689655172,0.7307692307692307,1.4,0.0526315789473684,0.01,0.02016,1.020408163265306,0.3148148148148148,0.0,0.0319148936170212,0.02,0.0,0.11,0.0943396226415094,0.07,0.03,0.0,0.00784,0.07392,0.01,9.133581182192293,0.625,0.0405405405405405,0.33,0.00448,0.9,0.03,0.4734848484848485,0.03,0.02,0.0,0.056338028169014,1.1111111111111112,0.01,0.3,0.028,0.15,0.0126582278481012,0.673469387755102,0.77,0.01,7.3068649457538335,0.0,0.09,0.02,0.01,0.00112,0.07,0.0,0.00336,4.8,0.01568,0.0112,0.2258064516129032,0.0,0.01,0.01,0.0112,0.0,0.02,0.00112,0.6818181818181818,0.04,0.38,0.04144,0.03,0.0,0.05,0.1,0.125,0.01456,0.00672,0.0,0.0,0.0066304,0.03,0.0,0.01,0.01,0.0,0.00112,0.7142857142857143,0.02,0.0108695652173913,0.53,0.02576,0.1052631578947368,0.02,0.0,0.0212765957446808,0.0,0.04,0.2,0.1612903225806451,0.01344,0.0,0.17,0.0,0.01,0.00784,67.58850074822296,0.0,0.2272727272727272,0.06,0.00448,0.07,0.02,0.2,0.01456,0.0,0.00112,0.00112,0.06,0.0,0.02,11.561495167332016,0.00112,0.01,0.0056,0.0,0.17,0.0,0.0,0.01,0.00784,0.0377358490566037,0.00336,0.01344,0.0,0.00448,0.0,0.0,0.0909090909090909,0.01,0.15,0.00336,0.2432432432432432,0.48,1.6666666666666667,0.01,0.03,0.01
2017-12-17,0.6388888888888888,0.7102272727272727,1.8267162364384584,0.11,0.3709677419354839,0.5,0.2,0.0,0.2,0.1,0.00784,0.1964285714285714,1.8695652173913044,0.2,0.2941176470588235,0.4090909090909091,18.267162364384586,0.7102272727272727,1.1176470588235294,0.0,0.7102272727272727,1.0666666666666669,3.6534324728769167,0.0,0.3333333333333333,0.391304347826087,3.787878787878788,2.403573995313761,0.4,0.3888888888888889,0.11,0.4285714285714285,0.175438596491228,0.2367424242424242,0.04,0.44,0.358695652173913,0.0,0.16,0.3636363636363636,3.6534324728769167,0.3157894736842105,0.0,0.2413793103448276,0.7564102564102564,1.4,0.0263157894736842,0.0,0.0224,0.1938775510204081,0.1111111111111111,0.0,0.0106382978723404,0.03,0.01,0.1,0.0566037735849056,0.11,0.01,0.00224,0.00672,0.04032,0.18,3.6534324728769167,0.640625,0.054054054054054,0.21,0.0056,0.21,0.03,0.2367424242424242,0.04,0.04,0.0,0.0704225352112676,0.1333333333333333,0.01,0.11,0.028,0.13,0.0,0.4285714285714285,0.1,0.01,5.480148709315375,0.0,0.16,0.0,0.01,0.0,0.05,0.00224,0.00336,2.6,0.00336,0.00784,0.2258064516129032,0.01,0.01,0.01,0.00336,0.0,0.01,0.00112,4.545454545454546,0.02,0.04,0.0392,0.02,0.0,0.03,0.1,0.125,0.0056,0.00784,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.00112,0.2857142857142857,0.04,0.0,0.04,0.00672,0.0526315789473684,0.03,0.00448,0.0319148936170212,0.0,0.08,0.32,0.0967741935483871,0.01456,0.0,0.36,0.0,0.01,0.00448,3.6534324728769167,0.00336,0.2727272727272727,0.02,0.00336,0.03,0.01,0.12,0.00672,0.0,0.0,0.0,0.06,0.0,0.01,4.624598066932806,0.00112,0.0,0.00784,0.0,0.11,0.01,0.0,0.02,0.01232,0.0377358490566037,0.0,0.00112,0.0,0.00448,0.0,0.0,0.0909090909090909,0.01,0.06,0.0,0.1621621621621621,0.08,0.3,0.02,0.01,0.01
2017-12-24,0.9166666666666666,0.7102272727272727,0.0,0.09,0.4193548387096774,0.625,0.2,0.0,0.2333333333333333,0.06,0.00672,0.0357142857142857,0.4782608695652174,0.12,0.1764705882352941,0.2272727272727272,16.440446127946124,1.183712121212121,1.0,0.0,0.4734848484848485,0.4,5.480148709315375,4.683887785739636,0.2857142857142857,0.2608695652173913,4.734848484848485,4.807147990627522,0.36,0.2222222222222222,0.07,0.5428571428571428,0.0701754385964912,0.2367424242424242,0.0533333333333333,0.25,0.3369565217391304,0.0,0.18,0.2363636363636363,3.6534324728769167,0.087719298245614,0.0,0.3103448275862069,0.7435897435897436,1.8,0.0263157894736842,0.01,0.07728,0.1632653061224489,0.0925925925925925,0.05824,0.0212765957446808,0.01,0.0,0.09,0.0566037735849056,0.07,0.01,0.0,0.0,0.03696,0.01,5.480148709315375,0.625,0.0405405405405405,0.21,0.00224,0.1,0.04,0.2367424242424242,0.03,0.02,0.0,0.028169014084507,0.0555555555555555,0.01,0.11,0.0224,0.03,0.0126582278481012,0.3877551020408163,0.03,0.01,3.6534324728769167,0.0,0.06,0.01,0.1,0.0,0.02,0.0,0.00896,1.9,0.00336,0.0056,0.2258064516129032,0.01,0.01,0.0,0.01232,0.0,0.02,0.0,0.5,0.01,0.01,0.04816,0.03,0.0,0.04,0.07,0.15,0.00672,0.00336,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.04,0.0,0.02,0.00336,0.1052631578947368,0.02,0.0,0.0212765957446808,0.0,0.02,0.06,0.064516129032258,0.02016,0.0,0.11,0.0,0.03,0.0,3.6534324728769167,0.0056,0.0909090909090909,0.01,0.00336,0.02,0.02,0.04,0.00336,0.0,0.0,0.00224,0.12,0.0,0.01,4.624598066932806,0.0,0.0,0.00896,0.0,0.06,0.0,0.0,0.0,0.0056,0.0188679245283018,0.00224,0.0,0.0,0.00672,0.01,0.0,0.0909090909090909,0.0,0.04,0.0,0.1081081081081081,0.04,0.0166666666666666,0.06,0.03,0.01
2017-12-31,0.8888888888888888,1.183712121212121,0.0,0.1,0.4838709677419355,0.5416666666666666,0.2,0.0033152,0.2666666666666666,0.09,0.00672,0.0357142857142857,0.2608695652173913,0.12,0.1176470588235294,0.4545454545454545,12.78701365506921,4.261363636363637,1.1764705882352942,0.0,0.946969696969697,0.3333333333333333,5.480148709315375,0.0,0.2857142857142857,0.2608695652173913,4.261363636363637,4.807147990627522,0.28,0.3333333333333333,0.22,0.4571428571428571,0.087719298245614,0.4734848484848485,0.0666666666666666,0.13,0.3695652173913043,1.8267162364384584,0.18,0.2727272727272727,3.6534324728769167,0.1052631578947368,0.0,0.2413793103448276,0.717948717948718,2.05,0.0263157894736842,0.01,0.04704,0.4183673469387755,0.0925925925925925,0.0112,0.0212765957446808,0.02,0.01,0.2,0.320754716981132,0.08,0.01,0.0,0.00784,0.04144,0.01,5.480148709315375,0.546875,0.0405405405405405,0.18,0.00336,0.1,0.04,0.2367424242424242,0.37,0.03,0.0,1.408450704225352,0.0888888888888888,0.0,0.1,0.0649599999999999,0.02,0.1012658227848101,0.3877551020408163,0.02,0.01,3.6534324728769167,0.0,0.05,0.0,0.01,0.00112,0.03,0.0,0.08176,1.4,0.00448,0.00448,0.5161290322580645,0.01,0.0,0.0,0.01792,0.0,0.03,0.0,0.2272727272727272,0.01,0.02,0.04256,0.03,0.0,0.05,0.11,0.15,0.00224,0.00448,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.2857142857142857,0.03,0.0,0.01,0.00112,0.0526315789473684,0.02,0.00336,0.0212765957446808,0.0,0.02,0.06,0.0967741935483871,0.01792,0.0,0.14,0.0,0.01,0.00448,1.8267162364384584,0.00112,0.0454545454545454,0.01,0.0,0.03,0.0,0.04,0.00784,0.0,0.0,0.00336,0.12,0.0,0.01,4.624598066932806,0.0,0.1,0.00448,0.00336,0.09,0.0,0.0,0.01,0.00672,0.0188679245283018,0.00112,0.00448,0.0,0.00784,0.0,0.0,0.0909090909090909,0.0,0.05,0.00112,0.081081081081081,0.0,0.0,0.13,0.83,0.02
2018-01-07,0.6944444444444444,0.946969696969697,0.0,0.1,0.4032258064516129,0.4583333333333333,0.3,0.0045584,0.3,0.09,0.01232,0.0357142857142857,0.217391304347826,0.08,0.0588235294117647,0.3181818181818182,12.78701365506921,1.183712121212121,1.1764705882352942,1.8267162364384584,0.7102272727272727,0.4666666666666667,5.480148709315375,4.683887785739636,0.238095238095238,0.2608695652173913,3.551136363636364,4.807147990627522,0.44,0.2222222222222222,0.13,0.3714285714285714,0.0701754385964912,0.2367424242424242,0.0533333333333333,0.82,0.391304347826087,0.0,0.12,0.1636363636363636,3.6534324728769167,0.087719298245614,0.0,0.2413793103448276,0.717948717948718,2.3,2.1052631578947367,0.01,0.03696,0.2755102040816326,0.074074074074074,0.00336,0.0425531914893617,0.02,0.0,0.21,0.0188679245283018,0.09,0.13,0.00336,0.00336,0.03024,0.01,40.187757201646086,0.609375,0.054054054054054,0.19,0.00448,0.09,0.03,0.2367424242424242,0.18,0.03,0.0,0.323943661971831,0.0333333333333333,0.0,0.1,0.0336,0.04,1.2658227848101269,0.3469387755102041,0.02,0.0,9.133581182192293,0.0,0.04,0.0,0.0,0.00112,0.01,0.00448,0.00784,1.3,0.00784,0.00448,0.8387096774193549,0.0,0.01,0.0,0.01232,0.0,0.01,0.00336,0.2272727272727272,0.0,0.0,0.03136,0.03,0.01,0.03,0.09,0.125,0.01456,0.00784,0.0016576,0.0,0.0095312,0.05,0.00112,0.01,0.0,0.0,0.00448,0.2857142857142857,0.03,0.0,0.01,0.00112,0.0,0.01,0.00336,0.0638297872340425,0.0,0.05,0.03,0.1290322580645161,0.01568,0.0,0.17,0.0,0.01,0.0,1.8267162364384584,0.00112,0.0454545454545454,0.01,0.00112,0.02,0.01,0.0,0.00784,0.0,0.0,0.00112,0.03,0.0,0.0,2.312299033466403,0.0,0.01,0.01008,0.0,0.15,0.0,0.95,0.01,0.01344,0.0188679245283018,0.00112,0.00336,0.0,0.00448,0.0,0.0,0.1818181818181818,0.0,0.1,0.00336,0.054054054054054,0.0,0.0166666666666666,0.01,0.19,0.01
2018-01-14,0.6944444444444444,0.4734848484848485,0.0,0.09,0.532258064516129,0.375,0.2,0.0016576,0.2333333333333333,0.1,0.00448,0.0178571428571428,0.1304347826086956,0.08,0.0588235294117647,0.3636363636363636,16.440446127946124,1.183712121212121,1.0,45.66790591096146,0.946969696969697,0.3333333333333333,3.6534324728769167,0.0,0.238095238095238,0.217391304347826,3.31439393939394,2.403573995313761,0.36,0.2222222222222222,0.14,0.5428571428571428,0.0350877192982456,0.2367424242424242,0.0533333333333333,0.21,0.3152173913043478,0.0,0.15,0.0909090909090909,3.6534324728769167,0.087719298245614,0.0,0.2068965517241379,0.7307692307692307,2.5,0.7105263157894737,0.01,0.0504,0.1938775510204081,0.0555555555555555,0.00112,0.0957446808510638,0.02,0.01,0.82,0.0188679245283018,0.08,0.03,0.0,0.00448,0.01568,0.0,9.133581182192293,0.609375,0.0405405405405405,0.17,0.00112,0.08,0.04,0.2367424242424242,0.06,0.02,0.0,0.2112676056338028,0.0333333333333333,0.0,0.1,0.0392,0.03,0.2278481012658227,0.3673469387755102,0.02,0.01,3.6534324728769167,0.0,0.03,0.01,0.0,0.00336,0.01,0.00112,0.00336,1.0,0.00336,0.0056,0.7096774193548387,0.0,0.01,0.0,0.00784,0.01,0.03,0.00112,0.0909090909090909,0.0,0.0,0.03696,0.03,0.02,0.02,0.1,0.175,0.0112,0.00896,0.0016576,0.0,0.0078736,0.01,0.00112,0.2,0.0,0.0,0.0,0.1904761904761904,0.04,0.0,0.01,0.00112,0.0,0.03,0.00336,0.0425531914893617,0.0,0.03,0.03,0.0967741935483871,0.01456,0.0,0.16,0.0,0.02,0.01232,0.0,0.00336,0.0454545454545454,0.01,0.00336,0.02,0.01,0.0,0.00448,0.0,0.0,0.00112,0.02,0.0,0.01,2.312299033466403,0.0,0.0,0.00784,0.00112,0.15,0.0,5.0,0.01,0.00896,0.0188679245283018,0.00112,0.00112,0.0,0.00112,0.0,0.0,0.8181818181818182,0.0,0.06,0.00112,0.081081081081081,0.0,0.0166666666666666,0.0,0.06,0.01
2018-01-21,1.3888888888888888,0.7102272727272727,0.0,0.08,0.3709677419354839,0.4583333333333333,0.2,0.0,0.2666666666666666,0.13,0.0056,0.0178571428571428,0.0869565217391304,0.08,0.0588235294117647,0.1818181818181818,20.093878600823043,0.7102272727272727,0.9411764705882352,5.480148709315375,1.893939393939394,0.6666666666666666,3.6534324728769167,0.0,0.1904761904761904,0.3043478260869565,3.551136363636364,2.403573995313761,0.32,0.2777777777777778,0.14,0.4285714285714285,0.087719298245614,0.2367424242424242,0.04,0.05,0.3695652173913043,0.0,0.15,0.1272727272727272,7.3068649457538335,0.0701754385964912,0.0,0.2068965517241379,1.051282051282051,2.15,0.3947368421052631,0.0,0.02128,0.4081632653061224,0.0555555555555555,0.0,0.0212765957446808,0.01,0.0,0.28,0.0188679245283018,0.06,0.01,0.0,0.00672,0.03136,0.02,14.613729891507669,0.578125,0.027027027027027,0.19,0.00112,0.06,0.05,0.4734848484848485,0.04,0.02,0.0,0.1126760563380281,0.0333333333333333,0.0,0.11,0.04032,0.04,0.0886075949367088,0.4081632653061224,0.01,0.01,1.8267162364384584,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.00336,0.9,0.00448,0.00784,0.3548387096774194,0.02,0.01,0.0,0.00784,0.02,0.01,0.0,0.0454545454545454,0.0,0.0,0.0324799999999999,0.02,0.0,0.03,0.06,0.125,0.00896,0.01344,0.0,0.0,0.0029008,0.01,0.0,0.62,0.01,0.0,0.0,0.1904761904761904,0.02,0.0,0.01,0.0,0.0,0.03,0.00112,0.0319148936170212,0.0,0.04,0.02,0.0967741935483871,0.02688,0.0,0.21,0.0,0.02,0.00448,0.0,0.00336,0.0454545454545454,0.0,0.0056,0.02,0.01,0.04,0.00336,0.0,0.00336,0.08736,0.02,0.0,0.0,2.312299033466403,0.0,0.0,0.00784,0.0,0.17,0.0,0.1,0.01,0.00784,0.0188679245283018,0.0,0.00336,0.0012431999999999,0.0056,0.0,0.0,0.0909090909090909,0.0,0.07,0.00112,0.081081081081081,0.0,0.0166666666666666,0.0,0.04,0.02
2018-01-28,0.8611111111111112,0.7102272727272727,0.0,0.09,0.3548387096774194,0.5,10.0,0.0,0.2666666666666666,0.18,0.01568,0.0178571428571428,0.0869565217391304,0.48,0.0,0.2272727272727272,12.78701365506921,0.946969696969697,0.9411764705882352,5.480148709315375,2.1306818181818183,0.6666666666666666,3.6534324728769167,4.683887785739636,0.238095238095238,0.3478260869565217,3.31439393939394,2.403573995313761,0.68,0.3333333333333333,0.13,0.3714285714285714,0.1052631578947368,0.2367424242424242,0.04,0.08,0.3478260869565217,0.0,0.14,0.109090909090909,3.6534324728769167,0.0701754385964912,0.0,0.2068965517241379,0.8333333333333334,2.45,0.131578947368421,0.31,0.02016,0.2857142857142857,0.074074074074074,0.00112,0.0425531914893617,0.01,0.01,0.11,0.0188679245283018,0.07,0.01,0.00112,0.06608,0.05376,0.0,5.480148709315375,0.625,0.027027027027027,0.15,0.00112,0.06,0.03,0.2367424242424242,0.03,0.03,0.0,0.0845070422535211,0.0333333333333333,0.0,0.1,0.0672,0.05,0.0379746835443038,0.3673469387755102,0.01,0.01,3.6534324728769167,0.01,0.02,0.02,0.0,0.00336,0.03,0.0,0.02576,0.8,0.0,0.00896,0.2580645161290322,0.33,0.01,0.0,0.00896,0.02,0.02,0.0,0.0454545454545454,0.0,0.0,0.04368,0.03,0.0,0.02,0.11,0.15,0.00448,0.0056,0.0,0.0,0.0033152,0.01,0.00112,0.02,0.0,0.0,0.00112,0.2857142857142857,0.02,0.0108695652173913,0.01,0.00112,0.0,0.02,0.00336,0.0106382978723404,0.0,0.02,0.02,0.1290322580645161,0.028,0.0,0.48,0.0,0.01,0.00112,0.0,0.00336,0.0454545454545454,0.01,0.00336,0.74,0.01,0.0,0.0056,0.0,0.0224,0.01008,0.02,0.15,0.0,2.312299033466403,0.00112,0.0,0.00112,0.0,0.12,0.0,0.05,0.01,0.01344,0.0188679245283018,0.00448,0.0,0.0,0.00896,0.0,0.0,0.0909090909090909,0.0,0.05,0.0,0.081081081081081,0.04,0.0166666666666666,0.02,0.03,0.02
2018-02-04,0.6944444444444444,0.4734848484848485,0.0,0.09,0.3225806451612903,0.75,2.3,0.0016576,0.2666666666666666,0.16,0.00336,0.0,0.0869565217391304,0.12,0.0588235294117647,0.1818181818181818,16.440446127946124,0.946969696969697,0.9411764705882352,1.8267162364384584,1.183712121212121,0.3333333333333333,1.8267162364384584,0.0,0.238095238095238,0.2608695652173913,3.077651515151516,2.403573995313761,0.2,0.3333333333333333,0.05,0.3428571428571428,0.0701754385964912,0.2367424242424242,0.0266666666666666,0.06,0.2934782608695652,0.0,0.13,0.0909090909090909,5.480148709315375,0.0701754385964912,0.0,0.3793103448275862,0.6794871794871795,1.7,0.1052631578947368,0.32,0.07168,0.5918367346938775,0.074074074074074,0.0,0.0106382978723404,0.02,0.0,0.09,0.0188679245283018,0.08,0.02,0.0,0.01456,0.06384,0.01,3.6534324728769167,0.609375,0.0135135135135135,0.15,0.00672,0.05,0.04,0.0,0.05,0.02,0.0,0.0422535211267605,0.0333333333333333,0.0,0.08,0.0504,0.03,0.0379746835443038,0.3673469387755102,0.02,0.01,3.6534324728769167,0.0,0.02,0.01,0.0,0.00112,0.01,0.0,0.00336,0.8,0.00112,0.01232,0.2258064516129032,0.1,0.0,0.0,0.0056,0.02,0.02,0.00112,0.0454545454545454,0.0,0.01,0.02352,0.02,0.0,0.03,0.09,0.1,0.00784,0.03472,0.0,0.00336,0.0016576,0.01,0.0,0.01,0.0,0.03584,0.0,0.1904761904761904,0.04,0.0,0.01,0.0,0.0,0.01,0.00112,0.0212765957446808,0.0,0.02,0.02,0.064516129032258,0.01008,0.0,0.21,0.24,0.02,0.0,0.0,0.0056,0.1818181818181818,0.17,0.00112,0.98,0.0,0.0,0.00112,0.0,0.00112,0.0056,0.02,0.34,0.0,2.312299033466403,0.0,0.0,0.01232,0.00112,0.19,0.01,0.05,0.02,0.01568,0.0754716981132075,0.0056,0.00336,0.0,0.0,0.0,0.0,0.0909090909090909,0.01,0.05,0.0,0.081081081081081,0.0,0.0166666666666666,0.01,0.04,0.02
2018-02-11,0.6944444444444444,0.4734848484848485,0.0,0.1,0.2903225806451613,0.4166666666666667,2.6,0.0016576,0.2,0.49,0.00896,0.0178571428571428,0.0869565217391304,0.12,0.0,0.2272727272727272,18.267162364384586,0.946969696969697,1.0588235294117647,1.8267162364384584,0.946969696969697,0.4,1.8267162364384584,0.0,0.1904761904761904,0.217391304347826,3.31439393939394,2.403573995313761,0.2,0.1666666666666666,0.07,0.3142857142857143,0.0526315789473684,0.0,0.0266666666666666,0.03,0.2934782608695652,0.0,0.17,0.109090909090909,3.6534324728769167,0.0526315789473684,0.0,0.1724137931034483,0.7564102564102564,1.65,0.0789473684210526,0.05,0.03696,0.1428571428571428,0.0555555555555555,0.00336,0.0212765957446808,0.01,0.01,0.09,0.0188679245283018,0.68,0.01,0.0,0.0,0.08176,0.0,3.6534324728769167,0.578125,0.0405405405405405,0.16,0.00112,0.54,0.03,0.0,0.04,0.03,0.0,0.0422535211267605,0.0111111111111111,0.0,0.08,0.03584,0.03,0.050632911392405,0.3673469387755102,0.02,0.01,1.8267162364384584,0.0,0.03,0.0,0.0,0.00112,0.02,0.0,0.0,0.8,0.00336,0.00448,0.2258064516129032,0.03,0.01,0.01,0.01344,0.02,0.01,0.03808,0.0454545454545454,0.0,0.01,0.03808,0.02,0.0,0.06,0.15,0.125,0.00672,0.01344,0.0,0.0,0.0016576,0.01,0.0,0.0,0.0,0.00112,0.00112,0.1428571428571428,0.02,0.0,0.02,0.00112,0.0526315789473684,0.02,0.0,0.0319148936170212,0.0,0.02,0.02,0.0967741935483871,0.0168,0.0,0.33,0.01,0.01,0.00336,0.0,0.00112,0.0454545454545454,0.09,0.00784,0.17,0.01,0.0,0.00112,0.0,0.00112,0.00112,0.02,0.01,0.0,2.312299033466403,0.0,0.0,0.01008,0.0,0.2,0.0,0.05,0.02,0.00896,0.0377358490566037,0.00784,0.0,0.0029008,0.0056,0.01,0.0,0.0909090909090909,0.0,0.04,0.0,0.054054054054054,0.0,0.0166666666666666,0.01,0.02,0.01
2018-02-18,0.6388888888888888,0.7102272727272727,0.0,0.1,0.2741935483870967,0.4166666666666667,0.6,0.0016576,0.1666666666666666,0.16,0.00448,0.0178571428571428,0.1304347826086956,0.04,0.0,0.1818181818181818,12.78701365506921,0.7102272727272727,1.0,1.8267162364384584,0.946969696969697,0.2666666666666666,1.8267162364384584,4.683887785739636,0.1904761904761904,0.3043478260869565,3.077651515151516,240.3573995313761,0.2,0.1111111111111111,0.08,0.3142857142857143,0.0350877192982456,0.2367424242424242,0.0266666666666666,0.03,0.3695652173913043,0.0,0.2,0.0363636363636363,3.6534324728769167,0.0350877192982456,0.0,0.2068965517241379,0.6794871794871795,2.15,2.631578947368421,0.04,0.03136,0.0612244897959183,0.037037037037037,0.0,0.0106382978723404,0.01,0.01,0.07,0.0377358490566037,0.14,0.0,0.0,0.00112,0.06832,0.0,3.6534324728769167,0.578125,0.027027027027027,0.15,0.00448,0.11,0.04,0.2367424242424242,0.03,0.06,0.11,0.0422535211267605,0.0333333333333333,0.0,0.09,0.04032,0.04,0.0379746835443038,0.3673469387755102,0.01,0.01,1.8267162364384584,0.0,0.02,0.01,0.0,0.0,0.02,0.00112,0.00112,0.9,0.00672,0.00448,0.2258064516129032,0.03,0.01,0.04,0.01008,0.0,0.02,0.0056,0.0454545454545454,0.0,0.0,0.0336,0.01,0.0,0.03,0.09,0.125,0.00672,0.00784,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.00896,0.0,0.238095238095238,0.03,0.0,0.01,0.00112,0.0526315789473684,0.03,0.00112,0.0425531914893617,0.0,0.01,0.02,0.064516129032258,0.028,0.0,0.2,0.0,0.01,0.00336,0.0,0.028,0.0454545454545454,0.05,0.00336,0.11,0.01,0.0,0.00336,0.0,0.00336,0.0,0.02,0.01,0.0,2.312299033466403,0.0,0.0,0.00448,0.0,0.2,0.0,0.05,0.01,0.00448,0.0,0.0056,0.00112,0.0058016,0.0056,0.0,0.0,0.0909090909090909,0.0,0.04,0.0,0.081081081081081,0.04,0.0166666666666666,0.0,0.02,0.01
2018-02-25,0.6944444444444444,0.7102272727272727,0.0,0.08,0.7258064516129032,0.375,0.3,0.0045584,0.2,0.13,0.00896,0.0178571428571428,0.0434782608695652,0.16,0.0588235294117647,0.1363636363636363,12.78701365506921,9.46969696969697,0.7647058823529411,1.8267162364384584,0.946969696969697,0.2666666666666666,1.8267162364384584,4.683887785739636,0.2857142857142857,0.217391304347826,2.840909090909091,9.614295981255044,0.24,0.1666666666666666,0.12,0.3428571428571428,0.0350877192982456,0.0,0.0266666666666666,0.07,0.3369565217391304,0.0,0.15,0.0545454545454545,3.6534324728769167,0.0526315789473684,0.0,0.3103448275862069,0.6666666666666666,1.95,0.5263157894736842,0.02,0.01568,0.0510204081632653,0.0185185185185185,0.0,0.0106382978723404,0.01,0.01,0.09,0.0188679245283018,0.13,0.01,0.0,0.00112,0.0392,0.01,3.6534324728769167,0.5625,0.027027027027027,0.15,0.00784,0.03,0.29,0.2367424242424242,0.04,0.08,0.0,0.056338028169014,0.0333333333333333,0.0,0.06,0.03024,0.04,0.050632911392405,0.3469387755102041,0.02,0.01,3.6534324728769167,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.00112,0.8,0.00112,0.0,0.3548387096774194,0.02,0.0,0.0,0.00336,0.01,0.01,0.00448,0.0454545454545454,0.0,0.0,0.03808,0.04,0.12,0.02,0.09,0.125,0.01232,0.0056,0.0,0.00112,0.0016576,0.01,0.00112,0.02,0.0,0.0,0.00112,0.4761904761904761,0.02,0.0,0.01,0.0,0.0526315789473684,0.03,0.07616,0.0319148936170212,0.0,0.03,0.01,0.0967741935483871,0.0224,0.0,0.22,0.0,0.01,0.0056,0.0,0.01008,0.0454545454545454,0.03,0.0,0.05,0.02,0.0,0.00672,0.0,0.0,0.00112,0.02,0.01,0.0,2.312299033466403,0.00112,0.0,0.0112,0.0,0.93,0.0,0.0,0.01,0.00672,0.0188679245283018,0.0,0.0,0.0,0.00448,0.0,0.0,0.0,0.0,0.03,0.00112,0.1081081081081081,0.04,0.0166666666666666,0.01,0.01,0.02
